370  115.2  6.0 
371  115.2  18.0 
372  115.2  30.0 
373  115.2  42.0 
374  115.2  54.0 
375  115.2  66.0 
376  115.2  78.0 
377  115.2  90.0 
378  115.2  102.0 
379  115.2  114.0 
380  115.2  126.0 
381  115.2  138.0 
382  115.2  150.0 
383  115.2  162.0 
384  115.2  174.0 
385  115.2  186.0 
386  115.2  198.0 
387  115.2  210.0 
388  115.2  222.0 
389  115.2  234.0 
390  115.2  246.0 
391  115.2  258.0 
392  115.2  270.0 
393  115.2  282.0 
394  115.2  294.0 
395  115.2  306.0 
396  115.2  318.0 
397  115.2  330.0 
398  115.2  342.0 
399  115.2  354.0 
400  123.6  0.0 
401  123.6  12.0 
402  123.6  24.0 
403  123.6  36.0 
404  123.6  48.0 
405  123.6  60.0 
406  123.6  72.0 
407  123.6  84.0 
408  123.6  96.0 
409  123.6  108.0 
410  123.6  120.0 
411  123.6  132.0 
412  123.6  144.0 
413  123.6  156.0 
414  123.6  168.0 
415  123.6  180.0 
416  123.6  192.0 
417  123.6  204.0 
418  123.6  216.0 
419  123.6  228.0 
420  123.6  240.0 
421  123.6  252.0 
422  123.6  264.0 
423  123.6  276.0 
424  123.6  288.0 
425  123.6  300.0 
426  123.6  312.0 
427  123.6  324.0 
428  123.6  336.0 
429  123.6  348.0 
430  131.8  6.0 
431  131.8  18.0 
432  131.8  30.0 
433  131.8  42.0 
434  131.8  54.0 
435  131.8  66.0 
436  131.8  78.0 
437  131.8  90.0 
438  131.8  102.0 
439  131.8  114.0 
440  131.8  126.0 
441  131.8  138.0 
442  131.8  150.0 
443  131.8  162.0 
444  131.8  174.0 
445  131.8  186.0 
446  131.8  198.0 
447  131.8  210.0 
448  131.8  222.0 
449  131.8  234.0 
450  131.8  246.0 
451  131.8  258.0 
452  131.8  270.0 
453  131.8  282.0 
454  131.8  294.0 
455  131.8  306.0 
456  131.8  318.0 
457  131.8  330.0 
458  131.8  342.0 
459  131.8  354.0 
460  139.8  6.0 
461  139.8  18.0 
462  139.8  30.0 
463  139.8  42.0 
464  139.8  54.0 
465  139.8  66.0 
466  139.8  78.0 
467  139.8  90.0 
468  139.8  102.0 
469  139.8  114.0 
470  139.8  126.0 
471  139.8  138.0 
472  139.8  150.0 
473  139.8  162.0 
474  139.8  174.0 
475  139.8  186.0 
476  139.8  198.0 
477  139.8  210.0 
478  139.8  222.0 
479  139.8  234.0 
480  139.8  246.0 
481  139.8  258.0 
482  139.8  270.0 
483  139.8  282.0 
484  139.8  294.0 
485  139.8  306.0 
486  139.8  318.0 
487  139.8  330.0 
488  139.8  342.0 
489  139.8  354.0 
490  147.6  6.0 
491  147.6  18.0 
492  147.6  30.0 
493  147.6  42.0 
494  147.6  54.0 
495  147.6  66.0 
496  147.6  78.0 
497  147.6  90.0 
498  147.6  102.0 
499  147.6  114.0 
500  147.6  126.0 
501  147.6  138.0 
502  147.6  150.0 
503  147.6  162.0 
504  147.6  174.0 
505  147.6  186.0 
506  147.6  198.0 
507  147.6  210.0 
508  147.6  222.0 
509  147.6  234.0 
510  147.6  246.0 
511  147.6  258.0 
512  147.6  270.0 
513  147.6  282.0 
514  147.6  294.0 
515  147.6  306.0 
516  147.6  318.0 
517  147.6  330.0 
518  147.6  342.0 
519  147.6  354.0 
520  155.2  6.0 
521  155.2  18.0 
522  155.2  30.0 
523  155.2  42.0 
524  155.2  54.0 
525  155.2  66.0 
526  155.2  78.0 
527  155.2  90.0 
528  155.2  102.0 
529  155.2  114.0 
530  155.2  126.0 
531  155.2  138.0 
532  155.2  150.0 
533  155.2  162.0 
534  155.2  174.0 
535  155.2  186.0 
536  155.2  198.0 
537  155.2  210.0 
538  155.2  222.0 
539  155.2  234.0 
540  155.2  246.0 
541  155.2  258.0 
542  155.2  270.0 
543  155.2  282.0 
544  155.2  294.0 
545  155.2  306.0 
546  155.2  318.0 
547  155.2  330.0 
548  155.2  342.0 
549  155.2  354.0 
550  162.2  12.0 
551  162.2  30.0 
552  162.2  48.0 
553  162.2  66.0 
554  162.2  84.0 
555  162.2  102.0 
556  162.2  120.0 
557  162.2  138.0 
558  162.2  156.0 
559  162.2  174.0 
560  162.2  192.0 
561  162.2  210.0 
562  162.2  228.0 
563  162.2  246.0 
564  162.2  264.0 
565  162.2  282.0 
566  162.2  300.0 
567  162.2  318.0 
568  162.2  336.0 
569  162.2  354.0 
570  168.4  18.0 
571  168.4  42.0 
572  168.4  66.0 
573  168.4  90.0 
574  168.4  114.0 
575  168.4  138.0 
576  168.4  162.0 
577  168.4  186.0 
578  168.4  210.0 
579  168.4  234.0 
580  168.4  258.0 
581  168.4  282.0 
582  168.4  306.0 
583  168.4  330.0 
584  168.4  354.0 
585  174.4  18.0 
586  174.4  90.0 
587  174.4  162.0 
588  174.4  234.0 
589  174.4  306.0 
